Sentence,True_Label,Prediction
"If I like it, then it's- that's gonna be good enough, you know what I'm saying.
",-1,-1
"I have people to help though, I have, you know, people to ask, and you know, see their- their input or whatever or what they would like me to write, or you know what I'm saying, what they would like to- Cause they're gonna be reading it, so I would- you know, what people- what they think people would like to read about and things like that.
",-1,-1
"How does that- I mean, like how is that- I know that could be fun, man.
",-1,-1
"Just by a other- like a kid maybe my age that'll be fucking with him, he can't beat 'em up, he'll come get me.
",-1,-1
"You know what I'm saying, so I can't get mad at that man for thinking like, aight well, this is America, and if you not a citizen then you don't need to be here.
",-1,-1
"Since by him not having no filter on what he say out his mouth it would appear that he's racist, and he could be, slightly.
",-1,-1
"But he- he joke a lot, some of the shit he might be serious about.
",-1,1
"He haven't even done anything yet for you to be out here even rioting?
",-1,-1
"Fuck did Trump do to you for you to be out there talking about you hate him?
",-1,-1
"What the fuck did he fuck up in this country  that for you to even be like, I hate the nigga.
",-1,-1
"Well, aight well, what would be like, a view for you?
",-1,1
"I mean, it does- like you said, I- I believe that it d- doesn't matter who's in office, I believe that- you know what I'm saying, that it didn't matter if Hillary was in there and all that, the agenda's gonna be the same.
",-1,-1
"Yeah on that side anyway, I know they'll be press to go to over that joint.
",-1,1
"Until I was um,  I had to be like nine.
",-1,-1
"Okay he hasn't had- I think he gonna be like his mother.
",-1,-1
"If I leave home like, three o'clock, I'll get here close to the time I supposed to be here.
",-1,-1
"Take care of her kids, and see, that's why my mother and grandmother always said, I don't care what- told all of us that, I don't care what kind of job you have, be the best at it.
",-1,1
"Be the best at whatever you do.
",-1,1
"It's nothing that you gonna be able to do because you a kid yourself.
",-1,-1
"what would that piece of advice be?
",-1,-1
"You'd be surprised what you can learn just by listening.
",-1,-1
"And you'd be surprised you don't have to go through a lot of things that I went through if you just listen to my experience and you know, kind of run with it.
",-1,-1
"Because where I live now if it wasn't for my son and- and his girlfriend helping me out, Timathy I would be on the street.
",-1,-1
"Uh, sometimes my mother would like struggle to- we didn't have cereal she would like make us uh, what we call like um, saltine crackers, little sugar and a little water, that would be our cereal.
",-1,-1
"You know cause my other friends they had- they had started injecting be - right before I did and they- they were just uh, coaxing me to- to do the same thing.
",-1,-1
"But they would like be the ones that would s- you know s- have us sign the forms you know to get the pills.
",-1,1
"You know, and so you could buy a methadone pill, uh, then you know you- you would have to be in the program but you would- there- it would keep you high for a long period of time.
",-1,-1
"And I would get in the program and then I would either get kicked out for later on I- I- I did okay but I would either just stop going and go back to shooting heroin or either as the year- as the later years came we started doing the- th hero- the cocaine in the eighties when I would be in the methadone program I would get kicked out of the program because they find you with a- you get a dirty urine.
",-1,-1
"Yeah it was smoking the- I was- I was in the methadone program, and I got kicked out for smoking the cocaine and then I even went to uh, detox, used to be over at DC General, I went there.
",-1,-1
"And eventually uh, I got s- got pneumonia, and had to be hospitalized and when I was hospitalized, my sister uh, I c- I came out of the um, hospital I went into a shelter, and when I went to the shelter, uh, you know the- the living conditions in the shelter were you know, poor.
",-1,-1
"And I went from uh, being a heroin addict to being you know drug free cause I eventually made- made up my mind to get out of the program get off of the methadone and just be drug free.
",-1,-1
"Um, You know s- when you say like growing up in my neighborhood, my neighborhood was- was it wa- it wa- it was the bomb, it was growing up in the area like nobody ever experienced what I- what I experienced ever be - ever- ever before.
",-1,1
"You know and I kept telling her know that I didn't wanna- want her to be around me because I didn't want her to get in trouble and I didn't want her husband you know thinking that sh- I- that we were together, so she was saying that he had- you know he was abusive he had beaten her and everything and she said she had this machete that she was gonna kill him that night if he bothered- if he if he uh, hit- if he hit her.
",-1,-1
"In other words pit the young against the old and the dark against the light skin you know the- the weaker one against the stronger one and you do that, says, they'll always be uh- beholden to you.
",-1,1
"Hatred towards someone who's less fortunate than ourselves or someone who's better- who seems to be more affluent than ourselves.
",-1,-1
"Just because people have access to cell phones and you know computers and uh, laptops uh, w- and- and- and iPads and you know what have you um- They cannot- okay and cable TV uh, and you cannot for a m- for a minute become complacent and feel that you know you uh, should let those things be you know, your driving force of you know, empowerment, those are not.
",-1,1
"And um, we knew about groups called- back in the day there used to be groups called uh, the Epsilons, the El Corals, You know, it was a number of different bands, Backyard Band, Junk Yard Band, they came later on.
",-1,-1
"Eventually- especially what Chuck you know godfather of go go, what he made go go to be you know, that's what go go- I really- But- but it's- it's- it's- it's- it's kind of like gotten uh- gotten stale in that it's um, it's- it's- it hasn't had it's longetivity like some- some genres of music.
",-1,1
"Mumbo sauce uh, popular in the- back in the sixties too uh, you might not be familiar with Wings-N- with Wings-N-Things.
",-1,-1
"Wings-N-Things, Wings N' More Wings, used to be a place called Wings and- Wings and Things in DC.
",-1,-1
"until we take advantage of 'em we're gonna continue to be shifted around, moved and forced out you know of the- of the culture you know, so.
",-1,-1
"The Bible says give and it shall be given unto you, pressed down, shaken together, running over, shall men give into your bosom.
",-1,-1
"You know, so, i- you know, as- as people get older- People are buying these houses cause they can afford 'em, but as people get older, i- they not gonna be able to do all them steps, you know .
",-1,-1
"You know, so that's why you have single parents, single moms raising kids, and they doing things they shouldn't be doing, and hey really nobody's spending time with the kids correcting them, in my opinion.
",-1,-1
"Shit, that w- that w- should be definitely a house note.
",-1,-1
"They turned that into a- th- th- That used to be a misdemeanor, taking a car.
",-1,-1
"Cause they don't feel like they gonna be here long anyway.
",-1,-1
"So,  we just trying not to be a fact.
",-1,-1
"But I can't really sympathize with 'em cause I'm- I'm lucky to be alive.
",-1,-1
"I- Cause I went in the service in nineteen sixty eight, so I'm- I'm grateful just to- just to be able to get back here.
",-1,-1
"But it's cool  cause I wanna be ignored.
",-1,-1
"It used to be the Baltimore Bullets, then they moved to Washington, so it was the Washington Bullets.
",-1,-1
"I'd be sitting in one place, and she turn around I'm sitting some place else.
",-1,1
"You didn't get along with everybody, but that- that was to be expected.
",-1,1
"He did that to make me mad cause that motivated me cause I'd be mad cause he wouldn't pronounce my name right.
",-1,1
"I'd be too tired and too sore.
",-1,1
"Might e- might be A One sauce, you know, cause it's a little dark.
",-1,-1
"Up here, you say something about the street, you know, somebody tryna cross the street, they'll be saying, uh, so-and-so need need to get out of the road.
",-1,1
"So you know, sh- she should be herself.
",-1,-1
"I'm- I'm only gonna be down there for a weekend.
",-1,-1
"Cause legs will be kicking out.
",-1,-1
"Yeah, cause I was- I just happened to be on that side in the morning.
",-1,-1
"So, I said, let's- be down there.
",-1,-1
"And you wanna be a social worker?
",-1,-1
"And around when I was two years old, my mom stopped dealing with my blood father because he wanted to be in the streets, and he wanted to do- not- when I say drugs, I mean like, weed Mm-hm.
",-1,-1
"I'm really close to my grandparents so I feel like that would kind of be disrespectful Spectful.
",-1,-1
"to be like, oh, I'm'a change my name, when it's someone who is a Jacara, who's gonna- who's in my life and making me a better person.
",-1,-1
"That'd be weird to stalk her.
",-1,-1
"And like- like, now she's really excited because she's finally gonna be a aunt.
",-1,1
"So we can have something else about our childhood to be excited about.
",-1,-1
"I h- I had fun with everybody cause I was- I just wanted to be everybody's friend.
",-1,-1
"I just- I just- I- and I- also, my mom always said that I was- I always wanted to be with the older people.
",-1,1
"It got closed down to be turned into a police station um, my fifth grade year.
",-1,-1
"talk and be the star.
",-1,1
"Like, cause if they gonna think I'm- they gonna pick at me for this, I'm- at least I'm'a gonna be smart.
",-1,-1
"He was like, I- He was like, that- from that day, I knew that you was just gonna keep on speaking and that was gonna be your thing because you did it so well at such a young age.
",-1,-1
"And like, I just didn't wanna be around her.
",-1,-1
"So I think over time I just- I- with m- with me becoming comfortable in who I am, I just had to be comfortable with people being who they are and being comfortable that they gonna have opinions about me.
",-1,1
"And my mom was like, you better get some back- back bone because the world not gonna be that nice to you!
",-1,-1
"as a child and in middle school, what do you feel like helped you learn to really be comfortable with who you are?
",-1,1
"but when you're young, you're as pure as can be.
",-1,-1
"So I might just have to get used to it, and be who I am because I've- and I have to love who I am as a human being too.
",-1,1
"Even if you are like, the meanest person in the world, once you try to be nice, oh you're being fake because that's not you.
",-1,-1
"And like, there's- there's reasons to be happy, you know?
",-1,-1
"So I- it g- it gave me a place to be and a place to feel like I was comfortable.
",-1,-1
"And I wasn't even old enough to be in Keystone yet, but they still took me on the trip cause she was like, your maturity level is really high, so I went.
",-1,-1
"Like, it's- I- I mean, yeah, I'm still giving back, but it's really- I'm here because I wanna be here, not because I gotta get my hours logged in.
",-1,-1
"And we'd just be going back and forth.
",-1,1
"We had to be around each other a lot more, and we had to do like, more um, leadership building things, and more team work things.
",-1,1
"We'll be nice to each other, type thing.
",-1,1
"And it's gonna- it's gonna be so hard.
",-1,-1
"He was our- he was our branch director, Mr. Bridgett, and he- he had a panel of um, youth, and he like, y'all gonna interview Mr. Rachna to be your new team director.
",-1,-1
"even when you don't wanna do something, Mr. Jahmel say something to you and you'll be like,  Right.
",-1,1
"Okay, because my- so we moved because my mom was sick and tired of our neighborhood, so- Like, every day we would come home and they'll be people like, smoking and drinking in front of our apartment building.
",-1,1
"So they'll be people smoking and drinking like, in front of our building.
",-1,1
"So it's- it could be worse.
",-1,-1
"Be humble.
",-1,-1
"Be humble.
",-1,-1
"It could be worse.
",-1,-1
"It could be worse.
",-1,-1
"I'll still be able to come to the Boys and Girls Club.
",-1,-1
"And you'll be able to drive here.
",-1,-1
"Like we- if we took a drivers ed at our school, your insurance would be cheaper.
",-1,-1
"Well, be safe.
",-1,1
"I was going from a very lenient environment where I could be an individual to a school where it's all ROTC- JROTC based, where I have to wear this green uniform every day and these base that hurt my feet.
",-1,-1
"And then now- with my- and then my hair is like extra long so now my hair has to be above my collar, got to wear a ponytail every single day.
",-1,1
"You're gonna be okay cause you're- You have like, Youth of the Year status.
",-1,-1
"Some- You're gonna be fine.
",-1,-1
"You gonna be fine.
",-1,-1
"Yeah, I- I feel like- And that's- and that- When everyone says that to me, I feel like I'm gonna be fine, but like- Because it's not just about the grades.
",-1,-1
"It'd be different if you were going into like, not even just Harvard.
",-1,-1
"So I want to be that one, and I think that- ever since- everyone before me hasn't really had that experience.
",-1,-1
"So it's like, I wanna be that one to show my younger siblings that you can do it.
",-1,1
"It's so much set up for their students, so that they can be successful, and now that I'm in Maryland, it's kind of like,  I got the short end of the stick, and I have to work like, extra extra tra- extra hard.
",-1,-1
"You can be wherever you are.
",-1,1
"And it might- it might- it might be deep.
",-1,-1
"It might just be a journaling entry, how I'm feeling a certain day.
",-1,-1
"It- Because- because I wanted to write, and I was like, I wanna be on the stage and say everything, say my- like, speak my words in front of people.
",-1,-1
"Oh, um, My brother was aksed in a prompt the other day what he wanted to be when he grew up.
",-1,-1
"I want to be alive.
",-1,-1
"He just wants to be able to breathe the air that peo- that people play with so effortlessly.
",-1,-1
"He definitely doesn't wanna be the next 'I just saw him about a week ago' type boy.
",-1,-1
"I looked at him, and I said, 'Man, you will be.'
",-1,-1
"But I wonder if he could decode the Morse code in my voice saying, 'Dang, I wonder if you'll be alive, too.'
",-1,-1
"Cause I was just helping him with his homework, and my man's like, I wanna be alive.
",-1,-1
"Y- Go on Youtube or something like, that should not be what you're worrying about.
",-1,-1
"Your life- You should be enjoying your life at this point in your life.
",-1,1
"But when they weren't there, we- I would probably be in the house playing with my sisters.
",-1,1
"Uh, I just wanted- I just wanted to be in the Club all the time.
",-1,-1
"Do you feel like, um, just because- like, what made you feel like you had to be respectful?
",-1,-1
"I got a lot of work in the eighth grade year cause my teacher wanted us to be prepared.
",-1,1
"And then springtime came around and lacrosse season was coming up, and they told me that I needed a three point O to be on the team, so I was like, alright cool and now I gotta get my grades up.
",-1,-1
"I was like, oh this might be my sport.
",-1,-1
"But if I manage to get a lacrosse scholarship, I wanna get that lacrosse scholarship and go and get sports medicine so I could be a personal trainer or fitness trainer.
",-1,-1
"And I just wanted to be at the Club, that's all.
",-1,-1
"So- so tell me why you wanna be at the Club.
",-1,-1
"I didn't know it was gonna be so cold up there.
",-1,-1
"Just be able to vent or talk about their problems, what's going on in society, especially what we h- the person we have in office.
",-1,-1
"I would be gladly to lead that one.
",-1,-1
"For black males I would say it is not the greatest place to be right now.
",-1,1
"Cause it seems like we're always on the news for doing something wrong, which I feel like statistically that shouldn't be possible.
",-1,-1
"I'm not one to fight at all, but I get that you're mad but I feel like you should be able to speak it out first before leading the violence.
",-1,-1
"I feel like I'm the person in the- even though things are dark nowadays, I'm the person that has to be the one to put a smile on everybody's face.
",-1,1
"So I keep a smile on my face So they could be happy as well.
",-1,1
"Because if you walk into a room and somebody's negative, they feel like it's their responsibility to be negative as well to make it- make it seem like, you should care about me, and not right- you right now cause I'm dealing with bigger problems than you.
",-1,1
"So I feel like, I should be the one to say, hey let's not think about our problems right now let's think about all the positive in life right now, if anything.
",-1,-1
"So the other- So that's interesting because- So when you're not having a good day you're not wanting to be the positive person.
",-1,-1
"Those days don't come cause I know I have to be happy, so.
",-1,1
"Uh, cause like I could come home and just have- like, I'll come home and just be tired and wanna go to sleep.
",-1,-1
"And then they'll be like, hey let's go outside and play.
",-1,-1
"I'll be like, alright I'll play for one hour.
",-1,-1
"We'll be outside for like, three or four hours and not even notice it yet.
",-1,1
"I'm not- I don't have a problem with sleepovers whatever like, when y'all taking up the TV when I could be playing my game, and y'all not even watching the TV, that's annoying as well.
",-1,-1
"And so it's-  it's a really- Um, I- I love video- I'm a- I used to be a Super Nintendo, well Nintendo, Super Nintendo Super Ninten-  Um, Nintendo sixty-four, like I was a Mario fan.
",-1,-1
"I think it's- there's a very big diversity in DC, but I think the culture will be coming over when people come over as well.
",-1,-1
"So I think there's gonna be a big culture change in the near future.
",-1,-1
"I believe that when people come to DC they are coming for tourist destinations and DC is that place to be.
",-1,1
"where he would get the fastest rappers that he know, but they have to be clear.
",-1,1
"His metaphors and his similes will be out of this world.
",-1,1
"Be things that you would never even think of.
",-1,1
"Um, are you proud to be from DC?
",-1,-1
"I'm very proud to be from DC.
",-1,-1
"So, that's all I'm gonna be writing.
",-1,-1
"It was one of those things where it's, you can go, but it won't be all the time.
",-1,-1
"One girl was telling me about the gangs- No if they- If it was a neighborhood, it would be like- If the girls and boys from your neighborhood?
",-1,-1
"That was just all over, like you could be from different places.
",-1,1
"Were you ever like, wanting to be in the gang?
",-1,-1
"Or wanted to- You know, I'm gonna be in a gang?
",-1,-1
"Fa- I would think because you are- You- You are very detail- So I would think blue would be higher.
",-1,-1
"But your comment is on- Your comment is right, so I can't be mad.
",-1,-1
"It had to be Addicted.
",-1,-1
"And so, that's where I wanted to be, somewhere that was church affiliated, somewhere that was family orienated and small.
",-1,-1
"I didn't want to be a number.
",-1,-1
"That was the biggest Darien had seen in awhile because people wasn't really doing other things, and so once I became, it was like, oh everybody wanted to be in Gamma.
",-1,1
"What people fail to realize is that- And that's what we s- w- We was aksed to be a part of the Divine Nine.
",-1,-1
"On campus it would have had to be the Sigmas, and it's this other um, Greek organization that's not Divine Nine, but New Zeta Epsilon.
",-1,1
"If you know- You have to learn how to be able to talk to people and stuff like that.
",-1,1
"But I don't feel like I had to go into social work to be in social work.
",-1,-1
"A little bit youn- youn- Yep, cause my mom about to be forty next year.
",-1,-1
"She's always- She said it, I had to be the principal today.
",-1,-1
"You can be borderline ratchet.
",-1,1
"Because- And I'm gonna- And the reason- I'm asking you this for a reason, but I want to know specifically how was it  because you got to be a tourist, but then this guy's taking you into his house in- with- mean- his family, his neighborhood.
",-1,-1
"So she should be fine, but I'm tryna get her to get out of just DC, so like she- Nothing wrong with her being in a group chat, but they- have like- the DMV Linked-In group chat.
",-1,1
"And so what do you feel- How do you feel as a local, do you take advantage of the touristy stuff, and then do you try to give your touristy people- Do you feel like you try to give them a local experience, and what would the local experience be?
",-1,-1
"Because before I- like, was doing a re- I wanted to be a tour guide.
",-1,-1
"And if you didn't live here, you would be - But you know what, we need to take ad- we ne- But I've also notice that it's way more to like,-then just the touristy stuff.
",-1,-1
"So my granddad was like, that's going to be your sweet sixteen, like what better way can you do that?
",-1,-1
"Like you're gonna be chauffeured everywhere you go.
",-1,-1
"So I feel like, once he passed away in two thousand and eight, it was just like, Daddy wasn't gonna be around forever.
",-1,-1
"Like, that was my- I said for-, it's my twenty fifth birthday, that year it was going to be for me to get my own place, get on my own.
",-1,-1
"You know what I'm not gonna be mad at that.
",-1,-1
"Like you really think that everything had to happen- You're like, that's not my way, it's just like- It's not gonna be anyway.
",-1,-1
"And then so when I met my boyfriend in Ohio, he kind of like, shift things like, Well I might not can always be around.
",-1,-1
"and realize, look, everything is not gonna be your way.
",-1,-1
"Not gonna be handed to you.
",-1,-1
"And so- And like, I would be the one that could leave out, go get my food from the truck.
",-1,1
"I really hate being hot, and I didn't think about no place could be so packed.
",-1,-1
"You have to be ready for that.
",-1,1
"But I had my moments when I wanted let my hair down and I called it like, be ratchet.
",-1,1
"And so like-  When was your last be ratchet moment?
",-1,1
"And so m- It was AndAlika birthday- I started a mentoring program, so these are people that wanted to be mentors- So I introduced them to each other, even though I had other mentors that had applied we all went to dinner together.
",-1,-1
"And then randomly, Brittany was like, I'm not gonna be able to go.
",-1,-1
"I heard that her sister passed away, and we just need to go and be there for her.
",-1,-1
"And then our last conversation with Pagan was about cops, like, sh- how she liked people in uniform, but it had to be a PG cop.
",-1,-1
"Like did it have to be so- Did she have to lose half of her face?
",-1,-1
"You should be next.
",-1,1
"I can't be on the train forever.
",-1,-1
"Um, Fourth of July, we would be outside, literally until one o'clock in the morning cause we were so young, um, playing with my cousins, everything.
",-1,1
"Like I need to be that one to go further, to show her that it wasn't in vain basically.
",-1,-1
"I definitely still wanna be a lawyer.
",-1,1
"Um, we had our issues with racism, but I was always raised to be strong minded, and don't worry about the fact that you got racist people everywhere, so.
",-1,1
"Um, so I guess that would be the extent of my Is your mother fair skinned?
",-1,-1
"You need to be over there playing with them.
",-1,1
"Um, so always telling me, you know, you got to be a young lady, um, and to this day, I remember, and I tell people all the time.
",-1,1
"So, and I tell him all the time, you had no business talking to my mother, but I- I wouldn't be here if you didn't.
",-1,-1
"At thirty five years of age, should not be living with my grandmother.
",-1,-1
"Um, and that could be just going to the waff, um, going to um, just walk around.
",-1,-1
"Um, and it depends on where y- where you're going on where you'll be accepted.
",-1,1
"And you know, telling them that I'm from DC, and it's- Once they got into the government, they never expected it to be like that.
",-1,-1
"And it's like, literally, you can go one street over and be killed.
",-1,-1
"So- And it- it's- And I- I always tell Mauri, you know if you're not from there, don't go where you're not supposed to be going.
",-1,-1
"Be gone.
",-1,-1
"You see the effects of the real life people, but you also see like, it could be a good thing.
",-1,-1
"And I- And I- Reason why I say it could be a good thing because um, I went to Atlanta, Georgia in um, college for uh, s- uh, community service for a week.
",-1,-1
"So I'm like, what could we be in those ten years, if we're able to clean up these projects, and clean them up the right way, Mm.
",-1,-1
"And so many intelligent people, because m- And I mean, it may just be me, but my father's line, you know- We have intelligent people in our family, very very intelligent people.
",-1,1
"Could be on the streets selling herself for all I know.
",-1,-1
"And I had to be brought back out the bubble once I was old enough to understand.
",-1,-1
"Next week will be good.
",-1,-1
"No, Monday I'll be at a conference.
",-1,-1
"And she had us at a early age, so Adan's about to be sixteen.
",-1,-1
"He can't- a woman shouldn't be doing that.
",-1,-1
"A woman should be at home taking- like, that's why I said my mother's a stay at home mom.
",-1,1
"She should be at home taking care of her children, so they're having that little crisis right now, and he's resorting to more and more alcohol.
",-1,-1
"Cause you had to be the older sibling even though you weren't the oldest.
",-1,-1
"Um, I had to be the oldest.
",-1,-1
"Mm- That'd be great.
",-1,-1
"I thought we were gonna be like, and they were born in DC,  Nah, I'm not sure.
",-1,-1
"Um, to be honest with you, it wasn't that bad because my sisters are way older than me.
",-1,-1
"Like it would be gunshots right outside my backyard.
",-1,1
"Just- To be honest with you, just being with my friends.
",-1,1
"We- Uh, I don't have one specific memory to be truthfully honest with you.
",-1,-1
